            TIME               X               Y               Z              BX              BY              BZ             BMM         COMMENT
  1483228800.000          -1.681          -0.000          -1.456        2777.166           0.329         544.064        2829.957    -           
  1483228800.000          -1.672          -0.000          -1.454        2811.653           0.335         562.339        2867.337    -           
  1483228800.000          -1.662          -0.000          -1.452        2846.684           0.341         581.017        2905.373    -           
  1483228800.000          -1.652          -0.000          -1.450        2882.271           0.347         600.107        2944.081    -           
  1483228800.000          -1.642          -0.000          -1.448        2918.424           0.353         619.620        2983.476    -           
  1483228800.000          -1.632          -0.000          -1.446        2955.155           0.359         639.567        3023.572    -           
  1483228800.000          -1.623          -0.000          -1.443        2992.476           0.366         659.956        3064.385    -           
  1483228800.000          -1.613          -0.000          -1.441        3030.399           0.372         680.801        3105.931    -           
  1483228800.000          -1.603          -0.000          -1.439        3068.937           0.379         702.112        3148.227    -           
  1483228800.000          -1.593          -0.000          -1.437        3108.102           0.385         723.901        3191.290    -           
  1483228800.000          -1.584          -0.000          -1.435        3147.908           0.392         746.180        3235.137    -           
  1483228800.000          -1.574          -0.000          -1.432        3188.368           0.399         768.961        3279.785    -           
  1483228800.000          -1.564          -0.000          -1.430        3229.496           0.406         792.257        3325.254    -           
  1483228800.000          -1.555          -0.000          -1.427        3271.306           0.413         816.081        3371.562    -           
  1483228800.000          -1.545          -0.000          -1.425        3313.812           0.420         840.447        3418.728    -           
  1483228800.000          -1.535          -0.000          -1.423        3357.031           0.427         865.368        3466.773    -           
  1483228800.000          -1.525          -0.000          -1.420        3400.976           0.435         890.859        3515.717    -           
  1483228800.000          -1.516          -0.000          -1.417        3445.663           0.442         916.935        3565.580    -           
  1483228800.000          -1.506          -0.000          -1.415        3491.109           0.450         943.609        3616.386    -           
  1483228800.000          -1.497          -0.000          -1.412        3537.331           0.458         970.900        3668.155    -           
  1483228800.000          -1.487          -0.000          -1.410        3584.345           0.466         998.821        3720.910    -           
  1483228800.000          -1.477          -0.000          -1.407        3632.169           0.474        1027.391        3774.676    -           
  1483228800.000          -1.468          -0.000          -1.404        3680.821           0.482        1056.625        3829.477    -           
  1483228800.000          -1.458          -0.000          -1.401        3730.318           0.490        1086.542        3885.338    -           
  1483228800.000          -1.448          -0.000          -1.399        3780.681           0.499        1117.160        3942.283    -           
  1483228800.000          -1.439          -0.000          -1.396        3831.929           0.507        1148.497        4000.341    -           
  1483228800.000          -1.429          -0.000          -1.393        3884.082           0.516        1180.573        4059.537    -           
  1483228800.000          -1.420          -0.000          -1.390        3937.159           0.525        1213.407        4119.901    -           
  1483228800.000          -1.410          -0.000          -1.387        3991.184           0.534        1247.021        4181.460    -           
  1483228800.000          -1.401          -0.000          -1.384        4046.176           0.544        1281.435        4244.245    -           
  1483228800.000          -1.391          -0.000          -1.381        4102.159           0.553        1316.671        4308.286    -           
  1483228800.000          -1.382          -0.000          -1.378        4159.155           0.563        1352.752        4373.615    -           
  1483228800.000          -1.372          -0.000          -1.375        4217.189           0.573        1389.701        4440.265    -           
  1483228800.000          -1.363          -0.000          -1.372        4276.284           0.583        1427.542        4508.268    -           
  1483228800.000          -1.353          -0.000          -1.368        4336.466           0.593        1466.299        4577.660    -           
  1483228800.000          -1.344          -0.000          -1.365        4397.760           0.603        1505.999        4648.475    -           
  1483228800.000          -1.334          -0.000          -1.362        4460.193           0.614        1546.667        4720.752    -           
  1483228800.000          -1.325          -0.000          -1.359        4523.792           0.624        1588.332        4794.527    -           
  1483228800.000          -1.315          -0.000          -1.355        4588.586           0.635        1631.020        4869.840    -           
  1483228800.000          -1.306          -0.000          -1.352        4654.602           0.647        1674.762        4946.732    -           
  1483228800.000          -1.296          -0.000          -1.348        4721.872           0.658        1719.587        5025.242    -           
  1483228800.000          -1.287          -0.000          -1.345        4790.426           0.670        1765.527        5105.416    -           
  1483228800.000          -1.278          -0.000          -1.342        4860.295           0.681        1812.614        5187.296    -           
  1483228800.000          -1.268          -0.000          -1.338        4931.513           0.693        1860.880        5270.929    -           
  1483228800.000          -1.259          -0.000          -1.334        5004.111           0.706        1910.360        5356.361    -           
  1483228800.000          -1.250          -0.000          -1.331        5078.127           0.718        1961.090        5443.643    -           
  1483228800.000          -1.240          -0.000          -1.327        5153.594           0.731        2013.107        5532.823    -           
  1483228800.000          -1.231          -0.000          -1.324        5230.550           0.744        2066.448        5623.954    -           
  1483228800.000          -1.222          -0.000          -1.320        5309.033           0.757        2121.153        5717.090    -           
  1483228800.000          -1.212          -0.000          -1.316        5389.082           0.771        2177.263        5812.287    -           
  1483228800.000          -1.203          -0.000          -1.312        5470.737           0.785        2234.820        5909.601    -           
  1483228800.000          -1.194          -0.000          -1.309        5554.041           0.799        2293.866        6009.093    -           
  1483228800.000          -1.185          -0.000          -1.305        5639.036           0.813        2354.449        6110.823    -           
  1483228800.000          -1.176          -0.000          -1.301        5725.766           0.828        2416.614        6214.855    -           
  1483228800.000          -1.166          -0.000          -1.297        5814.278           0.843        2480.410        6321.255    -           
  1483228800.000          -1.157          -0.000          -1.293        5904.619           0.858        2545.887        6430.091    -           
  1483228800.000          -1.148          -0.000          -1.289        5996.838           0.874        2613.097        6541.433    -           
  1483228800.000          -1.139          -0.000          -1.285        6090.985           0.890        2682.095        6655.354    -           
  1483228800.000          -1.130          -0.000          -1.281        6187.113           0.906        2752.936        6771.929    -           
  1483228800.000          -1.121          -0.000          -1.277        6285.276           0.923        2825.678        6891.237    -           
  1483228800.000          -1.111          -0.000          -1.273        6385.529           0.940        2900.382        7013.358    -           
  1483228800.000          -1.102          -0.000          -1.269        6487.930           0.957        2977.109        7138.377    -           
  1483228800.000          -1.093          -0.000          -1.264        6592.540           0.975        3055.926        7266.379    -           
  1483228800.000          -1.084          -0.000          -1.260        6699.419           0.993        3136.898        7397.455    -           
  1483228800.000          -1.075          -0.000          -1.256        6808.631           1.011        3220.097        7531.699    -           
  1483228800.000          -1.066          -0.000          -1.252        6920.244           1.030        3305.594        7669.206    -           
  1483228800.000          -1.057          -0.000          -1.247        7034.324           1.050        3393.464        7810.078    -           
  1483228800.000          -1.048          -0.000          -1.243        7150.944           1.069        3483.787        7954.418    -           
  1483228800.000          -1.039          -0.000          -1.239        7270.176           1.090        3576.643        8102.335    -           
  1483228800.000          -1.030          -0.000          -1.234        7392.096           1.110        3672.118        8253.940    -           
  1483228800.000          -1.021          -0.000          -1.230        7516.783           1.131        3770.297        8409.351    -           
  1483228800.000          -1.012          -0.000          -1.225        7644.320           1.153        3871.275        8568.687    -           
  1483228800.000          -1.003          -0.000          -1.221        7774.789           1.175        3975.144        8732.074    -           
  1483228800.000          -0.994          -0.000          -1.216        7908.280           1.198        4082.004        8899.643    -           
  1483228800.000          -0.986          -0.000          -1.212        8044.882           1.221        4191.959        9071.530    -           
  1483228800.000          -0.977          -0.000          -1.207        8184.691           1.245        4305.115        9247.875    -           
  1483228800.000          -0.968          -0.000          -1.202        8327.804           1.269        4421.583        9428.824    -           
  1483228800.000          -0.959          -0.000          -1.198        8474.323           1.294        4541.481        9614.531    -           
  1483228800.000          -0.950          -0.000          -1.193        8624.354           1.319        4664.929        9805.154    -           
  1483228800.000          -0.941          -0.000          -1.188        8778.005           1.345        4792.052       10000.857    -           
  1483228800.000          -0.933          -0.000          -1.183        8935.391           1.372        4922.984       10201.813    -           
  1483228800.000          -0.924          -0.000          -1.178        9096.629           1.399        5057.860       10408.200    -           
  1483228800.000          -0.915          -0.000          -1.173        9261.844           1.427        5196.824       10620.204    -           
  1483228800.000          -0.906          -0.000          -1.169        9431.161           1.456        5340.026       10838.020    -           
  1483228800.000          -0.898          -0.000          -1.164        9604.715           1.485        5487.620       11061.850    -           
  1483228800.000          -0.889          -0.000          -1.159        9782.644           1.516        5639.769       11291.905    -           
  1483228800.000          -0.880          -0.000          -1.154        9965.090           1.546        5796.643       11528.404    -           
  1483228800.000          -0.872          -0.000          -1.149       10152.204           1.578        5958.420       11771.577    -           
  1483228800.000          -0.863          -0.000          -1.144       10344.141           1.611        6125.285       12021.663    -           
  1483228800.000          -0.855          -0.000          -1.138       10541.064           1.644        6297.431       12278.912    -           
  1483228800.000          -0.846          -0.000          -1.133       10743.142           1.678        6475.061       12543.585    -           
  1483228800.000          -0.837          -0.000          -1.128       10950.550           1.714        6658.387       12815.953    -           
  1483228800.000          -0.829          -0.000          -1.123       11163.472           1.750        6847.631       13096.303    -           
  1483228800.000          -0.820          -0.000          -1.118       11382.100           1.787        7043.024       13384.931    -           
  1483228800.000          -0.812          -0.000          -1.112       11606.632           1.825        7244.810       13682.148    -           
  1483228800.000          -0.803          -0.000          -1.107       11837.278           1.864        7453.242       13988.280    -           
  1483228800.000          -0.795          -0.000          -1.102       12074.255           1.904        7668.589       14303.667    -           
  1483228800.000          -0.787          -0.000          -1.096       12317.790           1.946        7891.129       14628.666    -           
  1483228800.000          -0.778          -0.000          -1.091       12568.120           1.988        8121.155       14963.649    -           
  1483228800.000          -0.770          -0.000          -1.085       12825.492           2.032        8358.974       15309.007    -           
  1483228800.000          -0.761          -0.000          -1.080       13090.166           2.077        8604.911       15665.150    -           
  1483228800.000          -0.753          -0.000          -1.074       13362.412           2.123        8859.302       16032.508    -           
  1483228800.000          -0.745          -0.000          -1.069       13642.514           2.170        9122.505       16411.529    -           
  1483228800.000          -0.736          -0.000          -1.063       13930.769           2.219        9394.892       16802.688    -           
  1483228800.000          -0.728          -0.000          -1.058       14227.485           2.270        9676.857       17206.479    -           
  1483228800.000          -0.720          -0.000          -1.052       14532.989           2.321        9968.813       17623.423    -           
  1483228800.000          -0.712          -0.000          -1.046       14847.621           2.375       10271.196       18054.067    -           
  1483228800.000          -0.703          -0.000          -1.041       15171.738           2.430       10584.461       18498.985    -           
  1483228800.000          -0.695          -0.000          -1.035       15505.713           2.486       10909.092       18958.782    -           
  1483228800.000          -0.687          -0.000          -1.029       15849.940           2.545       11245.595       19434.094    -           
  1483228800.000          -0.679          -0.000          -1.023       16204.829           2.605       11594.506       19925.588    -           
  1483228800.000          -0.671          -0.000          -1.018       16570.814           2.667       11956.389       20433.970    -           
  1483228800.000          -0.663          -0.000          -1.012       16948.349           2.731       12331.839       20959.981    -           
  1483228800.000          -0.655          -0.000          -1.006       17337.910           2.797       12721.484       21504.401    -           
  1483228800.000          -0.647          -0.000          -1.000       17739.999           2.865       13125.987       22068.057    -           
  1483228800.000          -0.639          -0.000          -0.994       18155.144           2.936       13546.050       22651.815    -           
  1483228800.000          -0.631          -0.000          -0.988       18583.900           3.009       13982.413       23256.595    -           
  1483228800.000          -0.623          -0.000          -0.982       19026.850           3.084       14435.859       23883.364    -           
  1483228800.000          -0.615          -0.000          -0.976       19484.611           3.161       14907.218       24533.145    -           
  1483228800.000          -0.607          -0.000          -0.970       19957.831           3.242       15397.368       25207.022    -           
  1483228800.000          -0.599          -0.000          -0.964       20447.193           3.325       15907.238       25906.137    -           
  1483228800.000          -0.591          -0.000          -0.957       20953.418           3.411       16437.816       26631.701    -           
  1483228800.000          -0.583          -0.000          -0.951       21477.267           3.500       16990.146       27384.997    -           
  1483228800.000          -0.575          -0.000          -0.945       22019.545           3.592       17565.338       28167.383    -           
  1483228800.000          -0.567          -0.000          -0.939       22581.098           3.687       18164.570       28980.297    -           
  1483228800.000          -0.560          -0.000          -0.933       23162.825           3.786       18789.096       29825.267    -           
  1483228800.000          -0.552          -0.000          -0.926       23765.673           3.888       19440.245       30703.915    -           
  1483228800.000          -0.544          -0.000          -0.920       24390.647           3.994       20119.435       31617.960    -           
  1483228800.000          -0.536          -0.000          -0.913       25038.810           4.104       20828.174       32569.232    -           
  1483228800.000          -0.529          -0.000          -0.907       25711.287           4.218       21568.067       33559.676    -           
  1483228800.000          -0.521          -0.000          -0.901       26409.272           4.336       22340.827       34591.361    -           
  1483228800.000          -0.514          -0.000          -0.894       27134.031           4.459       23148.280       35666.490    -           
  1483228800.000          -0.506          -0.000          -0.888       27886.905           4.587       23992.378       36787.412    -           
  1483228800.000          -0.498          -0.000          -0.881       28669.323           4.720       24875.202       37956.631    -           
  1483228800.000          -0.491          -0.000          -0.875       29482.799           4.858       25798.981       39176.816    -           
  1483228800.000          -0.483          -0.000          -0.868       30328.945           5.002       26766.097       40450.821    R=1         
  1483228800.000          -4.010           0.000           0.010           8.172          -0.094        -312.568         312.674    EVENT       
  1483228800.000          -4.010           0.000           0.020           5.748          -0.094        -312.586         312.639    -           
  1483228800.000          -4.010           0.000           0.030           3.325          -0.094        -312.605         312.622    -           
  1483228800.000          -4.010           0.000           0.040           0.902          -0.094        -312.625         312.626    -           
  1483228800.000          -4.010           0.000           0.050          -1.520          -0.094        -312.645         312.649    -           
  1483228800.000          -4.010           0.000           0.060          -3.942          -0.094        -312.667         312.692    -           
  1483228800.000          -4.010           0.000           0.070          -6.365          -0.094        -312.690         312.755    -           
  1483228800.000          -4.009           0.000           0.080          -8.788          -0.094        -312.714         312.837    -           
  1483228800.000          -4.009           0.000           0.090         -11.212          -0.094        -312.739         312.940    -           
  1483228800.000          -4.008           0.000           0.100         -13.636          -0.094        -312.764         313.062    -           
  1483228800.000          -4.008           0.000           0.110         -16.061          -0.094        -312.791         313.203    -           
  1483228800.000          -4.007           0.000           0.120         -18.488          -0.094        -312.819         313.364    -           
  1483228800.000          -4.006           0.000           0.130         -20.915          -0.094        -312.847         313.546    -           
  1483228800.000          -4.005           0.000           0.140         -23.344          -0.094        -312.877         313.746    -           
  1483228800.000          -4.004           0.000           0.150         -25.775          -0.094        -312.907         313.967    -           
  1483228800.000          -4.003           0.000           0.160         -28.208          -0.094        -312.938         314.207    -           
  1483228800.000          -4.002           0.000           0.170         -30.643          -0.093        -312.970         314.467    -           
  1483228800.000          -4.001           0.000           0.180         -33.080          -0.093        -313.003         314.747    -           
  1483228800.000          -4.000           0.000           0.190         -35.520          -0.093        -313.037         315.046    -           
  1483228800.000          -3.999           0.000           0.199         -37.962          -0.093        -313.072         315.365    -           
  1483228800.000          -3.997           0.000           0.209         -40.407          -0.093        -313.108         315.704    -           
  1483228800.000          -3.996           0.000           0.219         -42.855          -0.093        -313.144         316.063    -           
  1483228800.000          -3.994           0.000           0.229         -45.306          -0.093        -313.181         316.441    -           
  1483228800.000          -3.993           0.000           0.239         -47.761          -0.093        -313.219         316.840    -           
  1483228800.000          -3.991           0.000           0.249         -50.219          -0.093        -313.258         317.258    -           
  1483228800.000          -3.989           0.000           0.259         -52.681          -0.093        -313.297         317.696    -           
  1483228800.000          -3.988           0.000           0.269         -55.148          -0.093        -313.337         318.153    -           
  1483228800.000          -3.986           0.000           0.278         -57.618          -0.093        -313.378         318.631    -           
  1483228800.000          -3.984           0.000           0.288         -60.093          -0.093        -313.420         319.129    -           
  1483228800.000          -3.982           0.000           0.298         -62.572          -0.093        -313.462         319.646    -           
  1483228800.000          -3.980           0.000           0.308         -65.056          -0.092        -313.505         320.183    -           
  1483228800.000          -3.977           0.000           0.318         -67.545          -0.092        -313.548         320.741    -           
  1483228800.000          -3.975           0.000           0.327         -70.039          -0.092        -313.592         321.318    -           
  1483228800.000          -3.973           0.000           0.337         -72.539          -0.092        -313.636         321.915    -           
  1483228800.000          -3.970           0.000           0.347         -75.044          -0.092        -313.681         322.533    -           
  1483228800.000          -3.968           0.000           0.356         -77.554          -0.092        -313.726         323.170    -           
  1483228800.000          -3.965           0.000           0.366         -80.071          -0.092        -313.772         323.827    -           
  1483228800.000          -3.963           0.000           0.376         -82.594          -0.092        -313.818         324.505    -           
  1483228800.000          -3.960           0.000           0.385         -85.123          -0.091        -313.864         325.203    -           
  1483228800.000          -3.957           0.000           0.395         -87.659          -0.091        -313.911         325.921    -           
  1483228800.000          -3.954           0.000           0.405         -90.202          -0.091        -313.958         326.659    -           
  1483228800.000          -3.951           0.000           0.414         -92.751          -0.091        -314.005         327.417    -           
  1483228800.000          -3.948           0.000           0.424         -95.308          -0.091        -314.053         328.196    -           
  1483228800.000          -3.945           0.000           0.433         -97.872          -0.091        -314.100         328.995    -           
  1483228800.000          -3.942           0.000           0.443        -100.443          -0.091        -314.148         329.815    -           
  1483228800.000          -3.939           0.000           0.452        -103.022          -0.090        -314.196         330.655    -           
  1483228800.000          -3.936           0.000           0.462        -105.610          -0.090        -314.244         331.516    -           
  1483228800.000          -3.932           0.000           0.471        -108.205          -0.090        -314.292         332.397    -           
  1483228800.000          -3.929           0.000           0.480        -110.809          -0.090        -314.339         333.298    -           
  1483228800.000          -3.926           0.000           0.490        -113.421          -0.090        -314.387         334.221    -           
  1483228800.000          -3.922           0.000           0.499        -116.042          -0.090        -314.435         335.164    -           
  1483228800.000          -3.918           0.000           0.508        -118.672          -0.089        -314.482         336.128    -           
  1483228800.000          -3.915           0.000           0.518        -121.311          -0.089        -314.529         337.113    -           
  1483228800.000          -3.911           0.000           0.527        -123.960          -0.089        -314.576         338.118    -           
  1483228800.000          -3.907           0.000           0.536        -126.618          -0.089        -314.622         339.145    -           
  1483228800.000          -3.903           0.000           0.545        -129.286          -0.089        -314.668         340.192    -           
  1483228800.000          -3.899           0.000           0.555        -131.964          -0.089        -314.714         341.261    -           
  1483228800.000          -3.895           0.000           0.564        -134.653          -0.088        -314.759         342.351    -           
  1483228800.000          -3.891           0.000           0.573        -137.351          -0.088        -314.803         343.462    -           
  1483228800.000          -3.887           0.000           0.582        -140.061          -0.088        -314.847         344.595    -           
  1483228800.000          -3.883           0.000           0.591        -142.781          -0.088        -314.890         345.749    -           
  1483228800.000          -3.879           0.000           0.600        -145.513          -0.087        -314.932         346.924    -           
  1483228800.000          -3.874           0.000           0.609        -148.255          -0.087        -314.974         348.121    -           
  1483228800.000          -3.870           0.000           0.618        -151.010          -0.087        -315.014         349.339    -           
  1483228800.000          -3.865           0.000           0.627        -153.776          -0.087        -315.054         350.580    -           
  1483228800.000          -3.861           0.000           0.636        -156.554          -0.087        -315.093         351.842    -           
  1483228800.000          -3.856           0.000           0.645        -159.344          -0.086        -315.130         353.126    -           
  1483228800.000          -3.852           0.000           0.654        -162.147          -0.086        -315.167         354.432    -           
  1483228800.000          -3.847           0.000           0.663        -164.963          -0.086        -315.202         355.760    -           
  1483228800.000          -3.842           0.000           0.671        -167.791          -0.086        -315.236         357.110    -           
  1483228800.000          -3.837           0.000           0.680        -170.632          -0.085        -315.269         358.483    -           
  1483228800.000          -3.833           0.000           0.689        -173.487          -0.085        -315.300         359.878    -           
  1483228800.000          -3.828           0.000           0.698        -176.356          -0.085        -315.330         361.295    -           
  1483228800.000          -3.823           0.000           0.706        -179.238          -0.084        -315.358         362.735    -           
  1483228800.000          -3.818           0.000           0.715        -182.134          -0.084        -315.385         364.198    -           
  1483228800.000          -3.812           0.000           0.723        -185.045          -0.084        -315.409         365.684    -           
  1483228800.000          -3.807           0.000           0.732        -187.970          -0.084        -315.432         367.192    -           
  1483228800.000          -3.802           0.000           0.740        -190.910          -0.083        -315.454         368.724    -           
  1483228800.000          -3.797           0.000           0.749        -193.865          -0.083        -315.473         370.279    -           
  1483228800.000          -3.791           0.000           0.757        -196.835          -0.083        -315.490         371.857    -           
  1483228800.000          -3.786           0.000           0.766        -199.820          -0.082        -315.505         373.459    -           
  1483228800.000          -3.780           0.000           0.774        -202.822          -0.082        -315.518         375.085    -           
  1483228800.000          -3.775           0.000           0.783        -205.839          -0.082        -315.529         376.734    -           
  1483228800.000          -3.769           0.000           0.791        -208.873          -0.082        -315.537         378.407    -           
  1483228800.000          -3.764           0.000           0.799        -211.923          -0.081        -315.543         380.104    -           
  1483228800.000          -3.758           0.000           0.807        -214.990          -0.081        -315.546         381.825    -           
  1483228800.000          -3.752           0.000           0.815        -218.074          -0.081        -315.547         383.570    -           
  1483228800.000          -3.746           0.000           0.824        -221.175          -0.080        -315.545         385.340    -           
  1483228800.000          -3.741           0.000           0.832        -224.294          -0.080        -315.540         387.135    -           
  1483228800.000          -3.735           0.000           0.840        -227.430          -0.080        -315.532         388.954    -           
  1483228800.000          -3.729           0.000           0.848        -230.585          -0.079        -315.521         390.798    -           
  1483228800.000          -3.723           0.000           0.856        -233.758          -0.079        -315.507         392.667    -           
  1483228800.000          -3.717           0.000           0.864        -236.950          -0.079        -315.490         394.562    -           
  1483228800.000          -3.710           0.000           0.872        -240.160          -0.078        -315.470         396.482    -           
  1483228800.000          -3.704           0.000           0.880        -243.389          -0.078        -315.446         398.428    -           
  1483228800.000          -3.698           0.000           0.887        -246.638          -0.077        -315.419         400.399    -           
  1483228800.000          -3.692           0.000           0.895        -249.907          -0.077        -315.388         402.397    -           
  1483228800.000          -3.685           0.000           0.903        -253.196          -0.077        -315.353         404.420    -           
  1483228800.000          -3.679           0.000           0.911        -256.505          -0.076        -315.314         406.470    -           
  1483228800.000          -3.673           0.000           0.918        -259.834          -0.076        -315.272         408.546    -           
  1483228800.000          -3.666           0.000           0.926        -263.185          -0.076        -315.225         410.650    -           
  1483228800.000          -3.660           0.000           0.934        -266.556          -0.075        -315.174         412.780    -           
  1483228800.000          -3.653           0.000           0.941        -269.949          -0.075        -315.119         414.937    -           
  1483228800.000          -3.647           0.000           0.949        -273.364          -0.074        -315.060         417.122    -           
  1483228800.000          -3.640           0.000           0.956        -276.800          -0.074        -314.996         419.334    -           
  1483228800.000          -3.633           0.000           0.963        -280.259          -0.073        -314.927         421.574    -           
  1483228800.000          -3.626           0.000           0.971        -283.741          -0.073        -314.854         423.842    -           
  1483228800.000          -3.620           0.000           0.978        -287.245          -0.073        -314.776         426.138    -           
  1483228800.000          -3.613           0.000           0.985        -290.773          -0.072        -314.692         428.463    -           
  1483228800.000          -3.606           0.000           0.993        -294.325          -0.072        -314.604         430.816    -           
  1483228800.000          -3.599           0.000           1.000        -297.900          -0.071        -314.510         433.198    -           
  1483228800.000          -3.592           0.000           1.007        -301.499          -0.071        -314.411         435.610    -           
  1483228800.000          -3.585           0.000           1.014        -305.123          -0.070        -314.306         438.051    -           
  1483228800.000          -3.578           0.000           1.021        -308.772          -0.070        -314.195         440.521    -           
  1483228800.000          -3.571           0.000           1.028        -312.446          -0.069        -314.079         443.022    -           
  1483228800.000          -3.564           0.000           1.035        -316.146          -0.069        -313.957         445.553    -           
  1483228800.000          -3.557           0.000           1.042        -319.872          -0.068        -313.828         448.114    -           
  1483228800.000          -3.549           0.000           1.049        -323.623          -0.068        -313.694         450.706    -           
  1483228800.000          -3.542           0.000           1.056        -327.402          -0.067        -313.553         453.329    -           
  1483228800.000          -3.535           0.000           1.063        -331.207          -0.067        -313.405         455.983    -           
  1483228800.000          -3.527           0.000           1.070        -335.040          -0.066        -313.251         458.669    -           
  1483228800.000          -3.520           0.000           1.076        -338.900          -0.066        -313.089         461.387    -           
  1483228800.000          -3.513           0.000           1.083        -342.788          -0.065        -312.921         464.137    -           
  1483228800.000          -3.505           0.000           1.090        -346.704          -0.065        -312.746         466.919    -           
  1483228800.000          -3.498           0.000           1.096        -350.649          -0.064        -312.563         469.735    -           
  1483228800.000          -3.490           0.000           1.103        -354.624          -0.064        -312.373         472.583    -           
  1483228800.000          -3.482           0.000           1.109        -358.628          -0.063        -312.175         475.465    -           
  1483228800.000          -3.475           0.000           1.116        -362.661          -0.063        -311.969         478.380    -           
  1483228800.000          -3.467           0.000           1.122        -366.725          -0.062        -311.755         481.330    -           
  1483228800.000          -3.459           0.000           1.129        -370.820          -0.062        -311.533         484.314    -           
  1483228800.000          -3.452           0.000           1.135        -374.945          -0.061        -311.302         487.332    -           
  1483228800.000          -3.444           0.000           1.141        -379.102          -0.061        -311.063         490.386    -           
  1483228800.000          -3.436           0.000           1.148        -383.291          -0.060        -310.815         493.475    -           
  1483228800.000          -3.428           0.000           1.154        -387.512          -0.059        -310.558         496.600    -           
  1483228800.000          -3.420           0.000           1.160        -391.766          -0.059        -310.292         499.762    -           
  1483228800.000          -3.412           0.000           1.166        -396.053          -0.058        -310.017         502.959    -           
  1483228800.000          -3.405           0.000           1.172        -400.373          -0.058        -309.732         506.194    -           
  1483228800.000          -3.397           0.000           1.178        -404.727          -0.057        -309.437         509.466    -           
  1483228800.000          -3.389           0.000           1.184        -409.116          -0.056        -309.133         512.776    -           
  1483228800.000          -3.380           0.000           1.190        -413.539          -0.056        -308.818         516.123    -           
  1483228800.000          -3.372           0.000           1.196        -417.998          -0.055        -308.493         519.510    -           
  1483228800.000          -3.364           0.000           1.202        -422.492          -0.054        -308.158         522.935    -           
  1483228800.000          -3.356           0.000           1.208        -427.023          -0.054        -307.811         526.400    -           
  1483228800.000          -3.348           0.000           1.213        -431.590          -0.053        -307.454         529.904    -           
  1483228800.000          -3.340           0.000           1.219        -436.195          -0.052        -307.085         533.448    -           
  1483228800.000          -3.331           0.000           1.225        -440.837          -0.052        -306.705         537.033    -           
  1483228800.000          -3.323           0.000           1.230        -445.517          -0.051        -306.313         540.660    -           
  1483228800.000          -3.315           0.000           1.236        -450.235          -0.050        -305.909         544.327    -           
  1483228800.000          -3.307           0.000           1.241        -454.993          -0.050        -305.493         548.037    -           
  1483228800.000          -3.298           0.000           1.247        -459.790          -0.049        -305.065         551.789    -           
  1483228800.000          -3.290           0.000           1.252        -464.627          -0.048        -304.624         555.584    -           
  1483228800.000          -3.281           0.000           1.258        -469.505          -0.048        -304.170         559.423    -           
  1483228800.000          -3.273           0.000           1.263        -474.423          -0.047        -303.703         563.305    -           
  1483228800.000          -3.264           0.000           1.268        -479.384          -0.046        -303.222         567.232    -           
  1483228800.000          -3.256           0.000           1.274        -484.386          -0.045        -302.728         571.204    -           
  1483228800.000          -3.247           0.000           1.279        -489.431          -0.045        -302.219         575.221    -           
  1483228800.000          -3.239           0.000           1.284        -494.520          -0.044        -301.696         579.284    -           
  1483228800.000          -3.230           0.000           1.289        -499.652          -0.043        -301.159         583.394    -           
  1483228800.000          -3.222           0.000           1.294        -504.828          -0.042        -300.607         587.551    -           
  1483228800.000          -3.213           0.000           1.299        -510.050          -0.042        -300.040         591.756    -           
  1483228800.000          -3.204           0.000           1.304        -515.317          -0.041        -299.457         596.008    -           
  1483228800.000          -3.196           0.000           1.309        -520.630          -0.040        -298.859         600.310    -           
  1483228800.000          -3.187           0.000           1.314        -525.989          -0.039        -298.245         604.661    -           
  1483228800.000          -3.178           0.000           1.319        -531.396          -0.038        -297.614         609.061    -           
  1483228800.000          -3.169           0.000           1.323        -536.851          -0.037        -296.966         613.513    -           
  1483228800.000          -3.160           0.000           1.328        -542.354          -0.037        -296.302         618.015    -           
  1483228800.000          -3.152           0.000           1.333        -547.906          -0.036        -295.620         622.569    -           
  1483228800.000          -3.143           0.000           1.338        -553.508          -0.035        -294.921         627.176    -           
  1483228800.000          -3.134           0.000           1.342        -559.161          -0.034        -294.203         631.836    -           
  1483228800.000          -3.125           0.000           1.347        -564.864          -0.033        -293.468         636.549    -           
  1483228800.000          -3.116           0.000           1.351        -570.619          -0.032        -292.713         641.317    -           
  1483228800.000          -3.107           0.000           1.356        -576.427          -0.031        -291.940         646.140    -           
  1483228800.000          -3.098           0.000           1.360        -582.288          -0.030        -291.147         651.019    -           
  1483228800.000          -3.089           0.000           1.364        -588.202          -0.030        -290.334         655.954    -           
  1483228800.000          -3.080           0.000           1.369        -594.171          -0.029        -289.501         660.946    -           
  1483228800.000          -3.071           0.000           1.373        -600.195          -0.028        -288.647         665.996    -           
  1483228800.000          -3.062           0.000           1.377        -606.274          -0.027        -287.773         671.105    -           
  1483228800.000          -3.053           0.000           1.382        -612.411          -0.026        -286.877         676.273    -           
  1483228800.000          -3.044           0.000           1.386        -618.605          -0.025        -285.959         681.502    -           
  1483228800.000          -3.035           0.000           1.390        -624.857          -0.024        -285.020         686.791    -           
  1483228800.000          -3.026           0.000           1.394        -631.167          -0.023        -284.057         692.142    -           
  1483228800.000          -3.016           0.000           1.398        -637.538          -0.022        -283.072         697.556    -           
