            TIME               X               Y               Z              BX              BY              BZ             BMM         COMMENT
  1483228800.000          -3.007           0.000           1.402        -643.968          -0.021        -282.063         703.033    -           
  1483228800.000          -2.998           0.000           1.406        -650.460          -0.020        -281.030         708.574    -           
  1483228800.000          -2.989           0.000           1.410        -657.014          -0.019        -279.973         714.180    -           
  1483228800.000          -2.980           0.000           1.413        -663.631          -0.018        -278.890         719.852    -           
  1483228800.000          -2.970           0.000           1.417        -670.312          -0.017        -277.783         725.590    -           
  1483228800.000          -2.961           0.000           1.421        -677.057          -0.016        -276.650         731.397    -           
  1483228800.000          -2.952           0.000           1.425        -683.867          -0.015        -275.490         737.272    -           
  1483228800.000          -2.942           0.000           1.428        -690.744          -0.013        -274.304         743.216    -           
  1483228800.000          -2.933           0.000           1.432        -697.688          -0.012        -273.090         749.231    -           
  1483228800.000          -2.924           0.000           1.435        -704.700          -0.011        -271.849         755.317    -           
  1483228800.000          -2.914           0.000           1.439        -711.781          -0.010        -270.579         761.475    -           
  1483228800.000          -2.905           0.000           1.442        -718.931          -0.009        -269.280         767.707    -           
  1483228800.000          -2.896           0.000           1.446        -726.153          -0.008        -267.952         774.013    -           
  1483228800.000          -2.886           0.000           1.449        -733.446          -0.007        -266.594         780.394    -           
  1483228800.000          -2.877           0.000           1.452        -740.812          -0.005        -265.205         786.852    -           
  1483228800.000          -2.867           0.000           1.456        -748.252          -0.004        -263.785         793.387    -           
  1483228800.000          -2.858           0.000           1.459        -755.766          -0.003        -262.333         800.001    -           
  1483228800.000          -2.848           0.000           1.462        -763.356          -0.002        -260.849         806.694    -           
  1483228800.000          -2.839           0.000           1.465        -771.023          -0.001        -259.332         813.468    -           
  1483228800.000          -2.829           0.000           1.468        -778.768           0.001        -257.781         820.324    -           
  1483228800.000          -2.820           0.000           1.471        -786.592           0.002        -256.197         827.262    -           
  1483228800.000          -2.810           0.000           1.474        -794.495           0.003        -254.577         834.285    -           
  1483228800.000          -2.801           0.000           1.477        -802.480           0.005        -252.921         841.394    -           
  1483228800.000          -2.791           0.000           1.480        -810.547           0.006        -251.230         848.588    -           
  1483228800.000          -2.782           0.000           1.483        -818.697           0.007        -249.501         855.871    -           
  1483228800.000          -2.772           0.000           1.486        -826.931           0.008        -247.735         863.243    -           
  1483228800.000          -2.762           0.000           1.489        -835.251           0.010        -245.931         870.705    -           
  1483228800.000          -2.753           0.000           1.491        -843.658           0.011        -244.087         878.258    -           
  1483228800.000          -2.743           0.000           1.494        -852.153           0.013        -242.204         885.905    -           
  1483228800.000          -2.734           0.000           1.497        -860.737           0.014        -240.279         893.646    -           
  1483228800.000          -2.724           0.000           1.499        -869.412           0.015        -238.314         901.482    -           
  1483228800.000          -2.714           0.000           1.502        -878.178           0.017        -236.306         909.416    -           
  1483228800.000          -2.705           0.000           1.504        -887.038           0.018        -234.256         917.448    -           
  1483228800.000          -2.695           0.000           1.507        -895.991           0.020        -232.161         925.581    -           
  1483228800.000          -2.685           0.000           1.509        -905.041           0.021        -230.022         933.814    -           
  1483228800.000          -2.675           0.000           1.512        -914.187           0.023        -227.838         942.151    -           
  1483228800.000          -2.666           0.000           1.514        -923.432           0.024        -225.607         950.592    -           
  1483228800.000          -2.656           0.000           1.516        -932.777           0.026        -223.328         959.139    -           
  1483228800.000          -2.646           0.000           1.518        -942.223           0.027        -221.002         967.794    -           
  1483228800.000          -2.636           0.000           1.521        -951.771           0.029        -218.626         976.558    -           
  1483228800.000          -2.627           0.000           1.523        -961.424           0.031        -216.201         985.433    -           
  1483228800.000          -2.617           0.000           1.525        -971.182           0.032        -213.724         994.421    -           
  1483228800.000          -2.607           0.000           1.527        -981.048           0.034        -211.195        1003.523    -           
  1483228800.000          -2.597           0.000           1.529        -991.022           0.035        -208.613        1012.741    -           
  1483228800.000          -2.587           0.000           1.531       -1001.106           0.037        -205.977        1022.077    -           
  1483228800.000          -2.578           0.000           1.533       -1011.303           0.039        -203.286        1031.532    -           
  1483228800.000          -2.568           0.000           1.535       -1021.613           0.041        -200.539        1041.109    -           
  1483228800.000          -2.558           0.000           1.536       -1032.037           0.042        -197.734        1050.809    -           
  1483228800.000          -2.548           0.000           1.538       -1042.579           0.044        -194.871        1060.635    -           
  1483228800.000          -2.538           0.000           1.540       -1053.240           0.046        -191.949        1070.588    -           
  1483228800.000          -2.528           0.000           1.542       -1064.020           0.048        -188.965        1080.670    -           
  1483228800.000          -2.519           0.000           1.543       -1074.923           0.049        -185.920        1090.883    -           
  1483228800.000          -2.509           0.000           1.545       -1085.949           0.051        -182.811        1101.229    -           
  1483228800.000          -2.499           0.000           1.547       -1097.101           0.053        -179.638        1111.711    -           
  1483228800.000          -2.489           0.000           1.548       -1108.381           0.055        -176.400        1122.331    -           
  1483228800.000          -2.479           0.000           1.549       -1119.790           0.057        -173.094        1133.090    -           
  1483228800.000          -2.469           0.000           1.551       -1131.331           0.059        -169.720        1143.991    -           
  1483228800.000          -2.459           0.000           1.552       -1143.005           0.061        -166.277        1155.036    -           
  1483228800.000          -2.449           0.000           1.554       -1154.814           0.063        -162.762        1166.228    -           
  1483228800.000          -2.439           0.000           1.555       -1166.761           0.065        -159.175        1177.569    -           
  1483228800.000          -2.430           0.000           1.556       -1178.847           0.067        -155.514        1189.061    -           
  1483228800.000          -2.420           0.000           1.557       -1191.075           0.069        -151.778        1200.707    -           
  1483228800.000          -2.410           0.000           1.559       -1203.447           0.071        -147.965        1212.509    -           
  1483228800.000          -2.400           0.000           1.560       -1215.964           0.073        -144.073        1224.470    -           
  1483228800.000          -2.390           0.000           1.561       -1228.630           0.075        -140.102        1236.592    -           
  1483228800.000          -2.380           0.000           1.562       -1241.446           0.077        -136.049        1248.879    -           
  1483228800.000          -2.370           0.000           1.563       -1254.415           0.079        -131.912        1261.332    -           
  1483228800.000          -2.360           0.000           1.564       -1267.539           0.082        -127.691        1273.955    -           
  1483228800.000          -2.350           0.000           1.565       -1280.821           0.084        -123.383        1286.750    -           
  1483228800.000          -2.340           0.000           1.566       -1294.262           0.086        -118.987        1299.720    -           
  1483228800.000          -2.330           0.000           1.566       -1307.866           0.088        -114.501        1312.869    -           
  1483228800.000          -2.320           0.000           1.567       -1321.635           0.091        -109.922        1326.199    -           
  1483228800.000          -2.310           0.000           1.568       -1335.572           0.093        -105.250        1339.713    -           
  1483228800.000          -2.300           0.000           1.569       -1349.679           0.095        -100.482        1353.414    -           
  1483228800.000          -2.290           0.000           1.569       -1363.958           0.098         -95.616        1367.306    -           
  1483228800.000          -2.280           0.000           1.570       -1378.414           0.100         -90.650        1381.391    -           
  1483228800.000          -2.270           0.000           1.570       -1393.048           0.103         -85.583        1395.674    -           
  1483228800.000          -2.260           0.000           1.571       -1407.863           0.105         -80.412        1410.157    -           
  1483228800.000          -2.250           0.000           1.571       -1422.862           0.108         -75.135        1424.844    -           
  1483228800.000          -2.240           0.000           1.572       -1438.048           0.110         -69.749        1439.738    -           
  1483228800.000          -2.230           0.000           1.572       -1453.424           0.113         -64.253        1454.844    -           
  1483228800.000          -2.220           0.000           1.573       -1468.994           0.116         -58.644        1470.164    -           
  1483228800.000          -2.210           0.000           1.573       -1484.760           0.118         -52.920        1485.703    -           
  1483228800.000          -2.200           0.000           1.573       -1500.725           0.121         -47.079        1501.463    -           
  1483228800.000          -2.190           0.000           1.573       -1516.893           0.124         -41.118        1517.451    -           
  1483228800.000          -2.180           0.000           1.574       -1533.267           0.127         -35.034        1533.668    -           
  1483228800.000          -2.170           0.000           1.574       -1549.851           0.129         -28.825        1550.119    -           
  1483228800.000          -2.160           0.000           1.574       -1566.648           0.132         -22.489        1566.809    -           
  1483228800.000          -2.150           0.000           1.574       -1583.660           0.135         -16.022        1583.741    -           
  1483228800.000          -2.140           0.000           1.574       -1600.893           0.138          -9.422        1600.921    -           
  1483228800.000          -2.130           0.000           1.574       -1618.350           0.141          -2.686        1618.352    -           
  1483228800.000          -2.120           0.000           1.574       -1636.034           0.144           4.188        1636.039    -           
  1483228800.000          -2.110           0.000           1.574       -1653.949           0.147          11.205        1653.987    -           
  1483228800.000          -2.100           0.000           1.573       -1672.099           0.150          18.366        1672.199    -           
  1483228800.000          -2.090           0.000           1.573       -1690.488           0.153          25.675        1690.683    -           
  1483228800.000          -2.080           0.000           1.573       -1709.120           0.156          33.135        1709.441    -           
  1483228800.000          -2.070           0.000           1.573       -1727.999           0.160          40.750        1728.479    -           
  1483228800.000          -2.060           0.000           1.572       -1747.130           0.163          48.522        1747.803    -           
  1483228800.000          -2.050           0.000           1.572       -1766.516           0.166          56.455        1767.418    -           
  1483228800.000          -2.040           0.000           1.572       -1786.162           0.170          64.552        1787.328    -           
  1483228800.000          -2.030           0.000           1.571       -1806.073           0.173          72.818        1807.540    -           
  1483228800.000          -2.020           0.000           1.571       -1826.253           0.176          81.256        1828.060    -           
  1483228800.000          -2.010           0.000           1.570       -1846.707           0.180          89.869        1848.892    -           
  1483228800.000          -2.000           0.000           1.570       -1867.439           0.184          98.661        1870.043    -           
  1483228800.000          -1.990           0.000           1.569       -1888.455           0.187         107.637        1891.520    -           
  1483228800.000          -1.980           0.000           1.568       -1909.759           0.191         116.800        1913.327    -           
  1483228800.000          -1.970           0.000           1.568       -1931.356           0.194         126.154        1935.472    -           
  1483228800.000          -1.960           0.000           1.567       -1953.252           0.198         135.705        1957.961    -           
  1483228800.000          -1.950           0.000           1.566       -1975.452           0.202         145.455        1980.800    -           
  1483228800.000          -1.941           0.000           1.565       -1997.961           0.206         155.410        2003.996    -           
  1483228800.000          -1.931           0.000           1.564       -2020.785           0.210         165.573        2027.557    -           
  1483228800.000          -1.921           0.000           1.564       -2043.930           0.214         175.951        2051.489    -           
  1483228800.000          -1.911           0.000           1.563       -2067.401           0.218         186.547        2075.800    -           
  1483228800.000          -1.901           0.000           1.562       -2091.204           0.222         197.367        2100.497    -           
  1483228800.000          -1.891           0.000           1.561       -2115.345           0.226         208.415        2125.587    -           
  1483228800.000          -1.881           0.000           1.559       -2139.830           0.230         219.697        2151.078    -           
  1483228800.000          -1.871           0.000           1.558       -2164.666           0.234         231.217        2176.979    -           
  1483228800.000          -1.861           0.000           1.557       -2189.859           0.239         242.983        2203.298    -           
  1483228800.000          -1.851           0.000           1.556       -2215.415           0.243         254.998        2230.042    -           
  1483228800.000          -1.841           0.000           1.555       -2241.342           0.248         267.269        2257.221    -           
  1483228800.000          -1.831           0.000           1.554       -2267.646           0.252         279.802        2284.843    -           
  1483228800.000          -1.821           0.000           1.552       -2294.334           0.257         292.602        2312.917    -           
  1483228800.000          -1.811           0.000           1.551       -2321.414           0.261         305.677        2341.452    -           
  1483228800.000          -1.801           0.000           1.549       -2348.892           0.266         319.031        2370.459    -           
  1483228800.000          -1.792           0.000           1.548       -2376.776           0.271         332.673        2399.945    -           
  1483228800.000          -1.782           0.000           1.547       -2405.075           0.276         346.608        2429.922    -           
  1483228800.000          -1.772           0.000           1.545       -2433.795           0.281         360.843        2460.400    -           
  1483228800.000          -1.762           0.000           1.543       -2462.945           0.286         375.385        2491.388    -           
  1483228800.000          -1.752           0.000           1.542       -2492.534           0.291         390.243        2522.898    -           
  1483228800.000          -1.742           0.000           1.540       -2522.568           0.296         405.422        2554.940    -           
  1483228800.000          -1.732           0.000           1.539       -2553.058           0.301         420.932        2587.526    -           
  1483228800.000          -1.722           0.000           1.537       -2584.012           0.306         436.778        2620.667    -           
  1483228800.000          -1.713           0.000           1.535       -2615.439           0.312         452.971        2654.374    -           
  1483228800.000          -1.703           0.000           1.533       -2647.348           0.317         469.518        2688.661    -           
  1483228800.000          -1.693           0.000           1.532       -2679.749           0.323         486.427        2723.539    -           
  1483228800.000          -1.683           0.000           1.530       -2712.651           0.329         503.707        2759.021    -           
  1483228800.000          -1.673           0.000           1.528       -2746.065           0.334         521.368        2795.120    -           
  1483228800.000          -1.663           0.000           1.526       -2780.000           0.340         539.418        2831.850    -           
  1483228800.000          -1.654           0.000           1.524       -2814.468           0.346         557.868        2869.224    -           
  1483228800.000          -1.644           0.000           1.522       -2849.478           0.352         576.726        2907.256    -           
  1483228800.000          -1.634           0.000           1.520       -2885.041           0.358         596.003        2945.960    -           
  1483228800.000          -1.624           0.000           1.518       -2921.169           0.364         615.709        2985.352    -           
  1483228800.000          -1.615           0.000           1.515       -2957.874           0.371         635.855        3025.447    -           
  1483228800.000          -1.605           0.000           1.513       -2995.167           0.377         656.452        3066.261    -           
  1483228800.000          -1.595           0.000           1.511       -3033.060           0.384         677.511        3107.808    -           
  1483228800.000          -1.585           0.000           1.509       -3071.565           0.390         699.044        3150.107    -           
  1483228800.000          -1.576           0.000           1.506       -3110.695           0.397         721.062        3193.173    -           
  1483228800.000          -1.566           0.000           1.504       -3150.464           0.404         743.578        3237.025    -           
  1483228800.000          -1.556           0.000           1.502       -3190.884           0.411         766.604        3281.680    -           
  1483228800.000          -1.546           0.000           1.499       -3231.969           0.418         790.154        3327.156    -           
  1483228800.000          -1.537           0.000           1.497       -3273.734           0.425         814.240        3373.473    -           
  1483228800.000          -1.527           0.000           1.494       -3316.192           0.433         838.876        3420.649    -           
  1483228800.000          -1.517           0.000           1.492       -3359.358           0.440         864.078        3468.706    -           
  1483228800.000          -1.508           0.000           1.489       -3403.248           0.448         889.858        3517.662    -           
  1483228800.000          -1.498           0.000           1.487       -3447.877           0.455         916.233        3567.539    -           
  1483228800.000          -1.488           0.000           1.484       -3493.261           0.463         943.217        3618.360    -           
  1483228800.000          -1.479           0.000           1.481       -3539.416           0.471         970.827        3670.146    -           
  1483228800.000          -1.469           0.000           1.479       -3586.359           0.479         999.079        3722.919    -           
  1483228800.000          -1.460           0.000           1.476       -3634.107           0.488        1027.989        3776.705    -           
  1483228800.000          -1.450           0.000           1.473       -3682.679           0.496        1057.576        3831.526    -           
  1483228800.000          -1.440           0.000           1.470       -3732.091           0.504        1087.858        3887.408    -           
  1483228800.000          -1.431           0.000           1.467       -3782.364           0.513        1118.852        3944.377    -           
  1483228800.000          -1.421           0.000           1.464       -3833.516           0.522        1150.578        4002.458    -           
  1483228800.000          -1.412           0.000           1.461       -3885.566           0.531        1183.055        4061.680    -           
  1483228800.000          -1.402           0.000           1.458       -3938.536           0.540        1216.304        4122.070    -           
  1483228800.000          -1.393           0.000           1.455       -3992.445           0.549        1250.347        4183.657    -           
  1483228800.000          -1.383           0.000           1.452       -4047.315           0.559        1285.203        4246.470    -           
  1483228800.000          -1.374           0.000           1.449       -4103.169           0.569        1320.896        4310.541    -           
  1483228800.000          -1.364           0.000           1.446       -4160.028           0.578        1357.449        4375.900    -           
  1483228800.000          -1.355           0.000           1.443       -4217.917           0.588        1394.885        4442.581    -           
  1483228800.000          -1.345           0.000           1.440       -4276.858           0.599        1433.229        4510.616    -           
  1483228800.000          -1.336           0.000           1.436       -4336.877           0.609        1472.506        4580.041    -           
  1483228800.000          -1.326           0.000           1.433       -4397.998           0.620        1512.743        4650.890    -           
  1483228800.000          -1.317           0.000           1.430       -4460.248           0.630        1553.965        4723.200    -           
  1483228800.000          -1.307           0.000           1.426       -4523.653           0.641        1596.202        4797.010    -           
  1483228800.000          -1.298           0.000           1.423       -4588.242           0.652        1639.481        4872.357    -           
  1483228800.000          -1.289           0.000           1.420       -4654.042           0.664        1683.833        4949.282    -           
  1483228800.000          -1.279           0.000           1.416       -4721.082           0.675        1729.287        5027.827    -           
  1483228800.000          -1.270           0.000           1.413       -4789.392           0.687        1775.877        5108.034    -           
  1483228800.000          -1.261           0.000           1.409       -4859.004           0.699        1823.634        5189.948    -           
  1483228800.000          -1.251           0.000           1.405       -4929.949           0.712        1872.593        5273.614    -           
  1483228800.000          -1.242           0.000           1.402       -5002.260           0.724        1922.788        5359.078    -           
  1483228800.000          -1.233           0.000           1.398       -5075.971           0.737        1974.255        5446.390    -           
  1483228800.000          -1.223           0.000           1.394       -5151.116           0.750        2027.034        5535.599    -           
  1483228800.000          -1.214           0.000           1.391       -5227.731           0.763        2081.161        5626.758    -           
  1483228800.000          -1.205           0.000           1.387       -5305.854           0.777        2136.677        5719.919    -           
  1483228800.000          -1.196           0.000           1.383       -5385.522           0.790        2193.623        5815.138    -           
  1483228800.000          -1.186           0.000           1.379       -5466.775           0.805        2252.043        5912.472    -           
  1483228800.000          -1.177           0.000           1.375       -5549.652           0.819        2311.981        6011.980    -           
  1483228800.000          -1.168           0.000           1.371       -5634.197           0.834        2373.483        6113.722    -           
  1483228800.000          -1.159           0.000           1.367       -5720.452           0.849        2436.597        6217.763    -           
  1483228800.000          -1.150           0.000           1.363       -5808.461           0.864        2501.372        6324.166    -           
  1483228800.000          -1.140           0.000           1.359       -5898.270           0.879        2567.859        6433.000    -           
  1483228800.000          -1.131           0.000           1.355       -5989.927           0.895        2636.112        6544.334    -           
  1483228800.000          -1.122           0.000           1.351       -6083.480           0.911        2706.184        6658.241    -           
  1483228800.000          -1.113           0.000           1.347       -6178.981           0.928        2778.134        6774.794    -           
  1483228800.000          -1.104           0.000           1.343       -6276.480           0.945        2852.020        6894.071    -           
  1483228800.000          -1.095           0.000           1.339       -6376.032           0.962        2927.903        7016.153    -           
  1483228800.000          -1.086           0.000           1.334       -6477.692           0.980        3005.848        7141.122    -           
  1483228800.000          -1.077           0.000           1.330       -6581.518           0.998        3085.919        7269.063    -           
  1483228800.000          -1.068           0.000           1.326       -6687.570           1.016        3168.185        7400.067    -           
  1483228800.000          -1.059           0.000           1.321       -6795.907           1.035        3252.718        7534.224    -           
  1483228800.000          -1.050           0.000           1.317       -6906.595           1.054        3339.590        7671.631    -           
  1483228800.000          -1.041           0.000           1.313       -7019.698           1.074        3428.879        7812.386    -           
  1483228800.000          -1.032           0.000           1.308       -7135.284           1.094        3520.664        7956.592    -           
  1483228800.000          -1.023           0.000           1.304       -7253.424           1.114        3615.027        8104.356    -           
  1483228800.000          -1.014           0.000           1.299       -7374.190           1.135        3712.053        8255.787    -           
  1483228800.000          -1.005           0.000           1.295       -7497.657           1.157        3811.833        8411.001    -           
  1483228800.000          -0.996           0.000           1.290       -7623.903           1.178        3914.459        8570.116    -           
  1483228800.000          -0.987           0.000           1.285       -7753.008           1.201        4020.027        8733.256    -           
  1483228800.000          -0.979           0.000           1.281       -7885.056           1.224        4128.637        8900.548    -           
  1483228800.000          -0.970           0.000           1.276       -8020.134           1.247        4240.393        9072.126    -           
  1483228800.000          -0.961           0.000           1.271       -8158.330           1.271        4355.404        9248.129    -           
  1483228800.000          -0.952           0.000           1.266       -8299.737           1.296        4473.782        9428.699    -           
  1483228800.000          -0.943           0.000           1.262       -8444.452           1.321        4595.646        9613.986    -           
  1483228800.000          -0.935           0.000           1.257       -8592.574           1.346        4721.117        9804.146    -           
  1483228800.000          -0.926           0.000           1.252       -8744.207           1.373        4850.322        9999.339    -           
  1483228800.000          -0.917           0.000           1.247       -8899.457           1.400        4983.395       10199.733    -           
  1483228800.000          -0.909           0.000           1.242       -9058.436           1.427        5120.473       10405.504    -           
  1483228800.000          -0.900           0.000           1.237       -9221.259           1.455        5261.701       10616.832    -           
  1483228800.000          -0.891           0.000           1.232       -9388.046           1.484        5407.229       10833.907    -           
  1483228800.000          -0.883           0.000           1.227       -9558.922           1.514        5557.214       11056.927    -           
  1483228800.000          -0.874           0.000           1.222       -9734.015           1.544        5711.819       11286.095    -           
  1483228800.000          -0.865           0.000           1.217       -9913.460           1.575        5871.215       11521.626    -           
  1483228800.000          -0.857           0.000           1.211      -10097.397           1.607        6035.580       11763.743    -           
  1483228800.000          -0.848           0.000           1.206      -10285.969           1.640        6205.100       12012.677    -           
  1483228800.000          -0.840           0.000           1.201      -10479.328           1.674        6379.968       12268.672    -           
  1483228800.000          -0.831           0.000           1.196      -10677.630           1.708        6560.389       12531.978    -           
  1483228800.000          -0.823           0.000           1.190      -10881.038           1.743        6746.574       12802.861    -           
  1483228800.000          -0.814           0.000           1.185      -11089.723           1.780        6938.744       13081.595    -           
  1483228800.000          -0.806           0.000           1.180      -11303.859           1.817        7137.132       13368.466    -           
  1483228800.000          -0.798           0.000           1.174      -11523.632           1.855        7341.979       13663.775    -           
  1483228800.000          -0.789           0.000           1.169      -11749.231           1.894        7553.540       13967.835    -           
  1483228800.000          -0.781           0.000           1.163      -11980.858           1.934        7772.081       14280.973    -           
  1483228800.000          -0.773           0.000           1.158      -12218.718           1.975        7997.878       14603.532    -           
  1483228800.000          -0.764           0.000           1.152      -12463.029           2.018        8231.224       14935.868    -           
  1483228800.000          -0.756           0.000           1.147      -12714.017           2.061        8472.423       15278.357    -           
  1483228800.000          -0.748           0.000           1.141      -12971.916           2.106        8721.796       15631.390    -           
  1483228800.000          -0.739           0.000           1.135      -13236.973           2.152        8979.678       15995.376    -           
  1483228800.000          -0.731           0.000           1.130      -13509.443           2.199        9246.419       16370.746    -           
  1483228800.000          -0.723           0.000           1.124      -13789.594           2.248        9522.391       16757.948    -           
  1483228800.000          -0.715           0.000           1.118      -14077.705           2.298        9807.979       17157.454    -           
  1483228800.000          -0.707           0.000           1.112      -14374.068           2.350       10103.591       17569.758    -           
  1483228800.000          -0.698           0.000           1.107      -14678.989           2.402       10409.653       17995.377    -           
  1483228800.000          -0.690           0.000           1.101      -14992.786           2.457       10726.615       18434.856    -           
  1483228800.000          -0.682           0.000           1.095      -15315.792           2.513       11054.950       18888.764    -           
  1483228800.000          -0.674           0.000           1.089      -15648.356           2.571       11395.152       19357.700    -           
  1483228800.000          -0.666           0.000           1.083      -15990.844           2.630       11747.745       19842.293    -           
  1483228800.000          -0.658           0.000           1.077      -16343.636           2.691       12113.277       20343.204    -           
  1483228800.000          -0.650           0.000           1.071      -16707.134           2.754       12492.329       20861.127    -           
  1483228800.000          -0.642           0.000           1.065      -17081.757           2.820       12885.509       21396.794    -           
  1483228800.000          -0.634           0.000           1.059      -17467.944           2.887       13293.460       21950.971    -           
  1483228800.000          -0.626           0.000           1.053      -17866.155           2.956       13716.860       22524.470    -           
  1483228800.000          -0.619           0.000           1.047      -18276.873           3.027       14156.422       23118.140    -           
  1483228800.000          -0.611           0.000           1.040      -18700.606           3.101       14612.902       23732.880    -           
  1483228800.000          -0.603           0.000           1.034      -19137.886           3.176       15087.094       24369.635    -           
  1483228800.000          -0.595           0.000           1.028      -19589.272           3.255       15579.841       25029.403    -           
  1483228800.000          -0.587           0.000           1.022      -20055.349           3.336       16092.030       25713.236    -           
  1483228800.000          -0.580           0.000           1.015      -20536.737           3.419       16624.601       26422.243    -           
  1483228800.000          -0.572           0.000           1.009      -21034.083           3.506       17178.549       27157.599    -           
  1483228800.000          -0.564           0.000           1.002      -21548.069           3.595       17754.924       27920.541    -           
  1483228800.000          -0.557           0.000           0.996      -22079.415           3.687       18354.840       28712.379    -           
  1483228800.000          -0.549           0.000           0.990      -22628.876           3.782       18979.477       29534.499    -           
  1483228800.000          -0.541           0.000           0.983      -23197.249           3.881       19630.087       30388.364    -           
  1483228800.000          -0.534           0.000           0.977      -23785.374           3.983       20307.994       31275.528    -           
  1483228800.000          -0.526           0.000           0.970      -24394.135           4.089       21014.607       32197.633    -           
  1483228800.000          -0.519           0.000           0.963      -25024.467           4.198       21751.421       33156.421    -           
  1483228800.000          -0.511           0.000           0.957      -25677.355           4.312       22520.021       34153.739    -           
  1483228800.000          -0.504           0.000           0.950      -26353.839           4.429       23322.097       35191.548    -           
  1483228800.000          -0.496           0.000           0.943      -27055.019           4.551       24159.442       36271.928    -           
  1483228800.000          -0.489           0.000           0.937      -27782.058           4.677       25033.967       37397.089    -           
  1483228800.000          -0.482           0.000           0.930      -28536.183           4.808       25947.706       38569.382    -           
  1483228800.000          -0.474           0.000           0.923      -29318.696           4.944       26902.825       39791.305    -           
  1483228800.000          -0.467           0.000           0.916      -30130.974           5.085       27901.636       41065.520    -           
  1483228800.000          -0.460           0.000           0.909      -30974.475           5.231       28946.603       42394.858    -           
  1483228800.000          -0.452           0.000           0.902      -31850.745           5.384       30040.360       43782.339    -           
  1483228800.000          -0.445           0.000           0.896      -32761.423           5.542       31185.716       45231.182    -           
  1483228800.000          -0.438           0.000           0.889      -33708.250           5.706       32385.680       46744.823    R=1         
